226.11,0.71,2.00,0.71,2071.00,772.00,0.41,5
250.02,0.72,10.00,0.82,3138.00,1728.00,0.37,0
252.01,0.73,7.00,0.66,3853.00,308.50,0.42,0
234.08,0.70,1.00,0.96,1535.00,683.00,0.37,4
247.03,0.73,1.00,0.75,2496.00,785.00,0.44,5
236.07,0.70,0.00,0.98,1598.00,885.00,0.36,3
243.05,0.69,2.00,0.97,1992.00,409.50,0.39,3
221.13,0.70,4.00,0.71,2031.00,749.00,0.35,5
189.26,0.72,10.00,0.78,3649.00,278.43,0.36,0
227.11,0.72,1.00,0.97,1196.00,718.00,0.31,3
237.13,0.65,1.00,0.94,1350.00,377.50,0.28,3
231.09,0.72,4.00,0.73,2137.00,777.00,0.41,5
171.33,0.70,1.00,0.98,1055.00,691.00,0.28,3
232.09,0.73,3.00,0.83,2422.00,948.00,0.38,5
247.03,0.73,6.00,0.75,1351.00,447.00,0.51,0
178.30,0.67,1.00,0.98,2440.00,1567.00,0.27,1
223.12,0.70,2.00,0.77,2148.00,792.00,0.41,5
236.07,0.72,4.00,0.85,2251.00,913.00,0.39,5
178.30,0.69,1.00,0.90,1784.00,828.00,0.33,0
222.13,0.73,2.00,0.78,2189.00,839.00,0.36,5
161.37,0.66,0.00,0.98,1399.00,816.00,0.33,3
204.20,0.71,2.00,0.76,2109.00,853.00,0.35,5
182.29,0.67,1.00,0.97,987.00,195.33,0.33,3
232.09,0.72,3.00,0.80,1770.00,703.00,0.34,5
237.07,0.71,1.00,0.85,2223.00,1028.00,0.39,5
243.05,0.71,1.00,0.76,1482.00,212.67,0.37,5
223.12,0.71,3.00,0.80,2390.00,280.67,0.36,5
190.25,0.67,1.00,0.98,1743.00,852.00,0.38,3
248.03,0.70,7.00,0.82,9205.00,4910.00,0.35,0
233.09,0.71,4.00,0.76,2295.00,821.00,0.38,5
247.03,0.72,0.00,0.85,2978.00,1224.00,0.40,5
217.15,0.73,1.00,0.85,2040.00,912.00,0.37,5
194.24,0.69,3.00,0.79,2362.00,825.00,0.38,5
222.13,0.70,1.00,0.98,1806.00,860.00,0.39,3
238.07,0.72,4.00,0.87,2159.00,898.00,0.39,5
234.08,0.68,1.00,0.97,1468.00,828.00,0.31,3
251.02,0.73,7.00,0.76,3486.00,1972.00,0.38,0
236.07,0.72,2.00,0.84,2139.00,740.00,0.42,5
251.02,0.73,7.00,0.79,4366.00,1316.00,0.43,0
236.07,0.71,3.00,0.83,2131.00,851.00,0.39,5
225.12,0.68,1.00,0.98,1325.00,729.00,0.37,3
203.20,0.73,4.00,0.55,1982.00,570.00,0.38,5
239.06,0.72,2.00,0.77,1983.00,784.00,0.37,5
195.23,0.70,1.00,0.96,1421.00,683.00,0.34,3
229.10,0.70,4.00,0.88,2199.00,837.00,0.41,5
226.11,0.66,0.00,0.98,1365.00,367.50,0.36,3
212.17,0.72,3.00,0.77,2054.00,692.00,0.37,5
173.32,0.69,1.00,0.96,1218.00,665.00,0.32,3
234.08,0.72,4.00,0.83,2088.00,1020.00,0.38,5
242.05,0.66,1.00,0.97,1542.00,763.00,0.38,4
185.27,0.67,1.00,0.96,2732.00,1324.00,0.36,1
236.07,0.72,4.00,0.89,2190.00,913.00,0.40,5
181.29,0.64,1.00,0.95,1869.00,750.00,0.41,3
248.03,0.69,1.00,0.96,1696.00,716.00,0.42,3
235.08,0.71,4.00,0.67,2524.00,339.50,0.44,5
233.09,0.73,2.00,0.81,2482.00,931.00,0.44,5
249.02,0.65,0.00,0.98,1964.00,782.00,0.43,3
227.11,0.74,5.00,0.84,2328.00,810.00,0.42,5
226.11,0.68,4.00,0.80,1962.00,400.50,0.42,5
239.06,0.72,8.00,0.61,2440.00,742.00,0.43,5
235.08,0.72,3.00,0.62,3632.00,1451.00,0.42,0
183.28,0.71,0.00,0.00,1311.00,0.00,0.41,0
239.06,0.73,3.00,0.76,2627.00,850.00,0.46,5
246.04,0.71,1.00,0.98,1323.00,411.50,0.34,3
163.36,0.72,1.00,0.98,1322.00,588.00,0.34,3
230.10,0.71,7.00,0.79,2488.00,918.00,0.47,5
219.14,0.70,1.00,0.97,1587.00,745.00,0.38,3
250.02,0.73,1.00,0.73,2656.00,833.00,0.45,5
234.08,0.66,1.00,0.97,1972.00,469.00,0.40,3
245.04,0.73,1.00,0.82,2611.00,863.00,0.51,5
230.10,0.71,3.00,0.83,2442.00,840.00,0.43,5
244.04,0.67,1.00,0.98,1741.00,367.00,0.39,3
196.23,0.72,1.00,0.97,1683.00,874.00,0.37,3
244.04,0.73,4.00,0.85,2576.00,771.00,0.43,5
219.14,0.72,4.00,0.67,2420.00,715.00,0.44,5
214.16,0.67,6.00,0.72,2661.00,941.00,0.41,5
251.02,0.73,4.00,0.33,4501.00,112.67,0.47,0
229.10,0.73,1.00,0.83,2439.00,833.00,0.44,5
227.11,0.73,9.00,0.68,2662.00,859.00,0.44,5
210.18,0.69,1.00,0.96,1666.00,767.00,0.39,3
215.16,0.70,1.00,0.98,1298.00,766.00,0.38,3
234.08,0.66,1.00,0.97,1883.00,739.00,0.47,3
248.03,0.71,4.00,0.84,2756.00,561.50,0.41,5
211.17,0.67,1.00,0.96,1734.00,825.00,0.37,3
242.05,0.72,1.00,0.82,2541.00,288.00,0.45,5
237.07,0.73,2.00,0.75,2985.00,944.00,0.43,5
236.07,0.72,9.00,0.77,2724.00,929.00,0.45,5
238.07,0.70,3.00,0.61,878.00,166.00,0.54,0
246.04,0.73,3.00,0.64,3179.00,989.00,0.46,5
238.07,0.68,1.00,0.97,1495.00,403.50,0.39,3
249.02,0.73,15.00,0.51,5761.00,1517.00,0.52,0
251.02,0.73,4.00,0.72,3000.00,880.00,0.46,5
252.01,0.74,7.00,0.49,5304.00,656.00,0.52,0
250.02,0.72,4.00,0.54,3329.00,846.00,0.43,5
246.04,0.68,1.00,0.98,2030.00,931.00,0.40,3
248.03,0.74,4.00,0.80,2729.00,858.00,0.50,5
199.22,0.71,2.00,0.76,2198.00,786.00,0.37,5
224.12,0.72,5.00,0.90,1791.00,436.00,0.36,5
181.29,0.69,4.00,0.83,2233.00,480.00,0.39,0
217.15,0.71,3.00,0.78,2259.00,855.00,0.36,5
206.19,0.71,1.00,0.97,1565.00,809.00,0.35,3
229.10,0.72,4.00,0.76,2426.00,930.00,0.39,5
242.05,0.69,3.00,0.92,2732.00,184.50,0.36,1
226.11,0.71,5.00,0.82,2601.00,916.00,0.45,5
205.20,0.68,1.00,0.96,1341.00,693.00,0.35,3
224.12,0.73,7.00,0.83,2166.00,273.67,0.40,5
219.14,0.72,1.00,0.79,2117.00,772.00,0.41,5
248.03,0.64,1.00,0.96,1346.00,704.00,0.37,3
249.02,0.72,6.00,0.64,2399.00,750.00,0.43,5
186.27,0.69,1.00,0.78,1274.00,173.00,0.44,0
241.05,0.73,1.00,0.92,2221.00,865.00,0.43,5
228.11,0.73,0.00,0.78,2720.00,487.50,0.38,5
236.07,0.70,4.00,0.58,2263.00,210.00,0.49,0
241.05,0.64,1.00,0.97,1672.00,821.00,0.37,3
241.05,0.68,1.00,0.96,1741.00,813.00,0.38,3
201.21,0.68,0.00,0.00,503.00,0.00,0.42,0
222.13,0.71,0.00,0.00,971.00,0.00,0.49,0
204.57,0.68,1.00,0.98,1417.00,787.00,0.30,3
246.04,0.71,13.00,0.73,3895.00,1710.00,0.50,0
225.12,0.65,1.00,0.98,1475.00,718.00,0.34,3
242.05,0.72,3.00,0.82,2400.00,1026.00,0.38,5
233.09,0.71,2.00,0.78,2516.00,911.00,0.41,5
221.13,0.70,6.00,0.82,2083.00,505.00,0.40,0
152.40,0.65,1.00,0.98,1224.00,352.50,0.34,3
188.26,0.61,1.00,0.97,1320.00,696.00,0.36,3
247.03,0.67,2.00,0.91,3029.00,1286.00,0.42,4
213.16,0.70,6.00,0.78,2262.00,487.00,0.38,5
240.06,0.72,4.00,0.79,2171.00,763.00,0.41,5
248.03,0.73,4.00,0.86,3591.00,1815.00,0.39,0
230.10,0.71,4.00,0.79,2488.00,900.00,0.39,5
236.07,0.71,4.00,0.82,2536.00,460.50,0.43,5
225.12,0.70,6.00,0.83,2118.00,784.00,0.34,5
221.13,0.71,0.00,0.00,706.00,0.00,0.51,0
205.20,0.64,1.00,0.96,1547.00,275.67,0.36,3
237.07,0.71,5.00,0.78,2393.00,826.00,0.39,5
215.16,0.72,3.00,0.78,2488.00,834.00,0.40,5
243.05,0.72,19.00,0.73,7229.00,3538.00,0.38,0
227.11,0.71,4.00,0.91,2035.00,995.00,0.37,5
243.05,0.66,1.00,0.96,2371.00,838.00,0.45,3
201.21,0.72,3.00,0.79,2577.00,884.00,0.36,5
230.10,0.72,3.00,0.84,2419.00,446.00,0.37,5
239.06,0.67,1.00,0.96,1887.00,893.00,0.39,3
228.11,0.72,2.00,0.75,2461.00,730.00,0.42,5
222.13,0.73,1.00,0.83,2386.00,355.00,0.42,5
224.12,0.72,8.00,0.79,2957.00,457.00,0.42,5
226.11,0.72,2.00,0.87,2186.00,787.00,0.37,5
242.05,0.64,1.00,0.97,1776.00,263.00,0.39,4
239.06,0.70,1.00,0.93,2034.00,1150.00,0.34,1
223.12,0.73,2.00,0.76,2105.00,252.00,0.39,5
225.12,0.72,4.00,0.81,2621.00,953.00,0.42,5
223.12,0.72,3.00,0.73,2117.00,716.00,0.42,5
222.13,0.71,5.00,0.82,2728.00,905.00,0.38,5
232.09,0.72,1.00,0.97,2072.00,888.00,0.38,3
228.11,0.73,6.00,0.77,2809.00,1005.00,0.40,5
236.07,0.71,6.00,0.79,2539.00,289.67,0.40,5
238.07,0.70,1.00,0.98,1664.00,412.00,0.35,3
228.11,0.64,1.00,0.98,1402.00,741.00,0.34,3
220.14,0.72,6.00,0.85,2411.00,846.00,0.39,5
233.09,0.68,1.00,0.97,1862.00,917.00,0.36,3
229.10,0.71,6.00,0.83,2452.00,996.00,0.39,5
251.02,0.73,7.00,0.90,3265.00,1920.00,0.42,0
248.03,0.68,1.00,0.98,2337.00,1221.00,0.39,3
246.04,0.72,5.00,0.77,2459.00,930.00,0.41,5
242.05,0.66,1.00,0.97,2125.00,844.00,0.44,3
230.10,0.70,5.00,0.80,2096.00,774.00,0.39,0
238.07,0.64,1.00,0.96,1384.00,432.00,0.34,3
242.05,0.72,5.00,0.64,2648.00,780.00,0.46,5
236.07,0.72,5.00,0.70,2377.00,883.00,0.39,5
247.03,0.72,4.00,0.71,2666.00,929.00,0.43,5
249.02,0.69,3.00,0.96,2785.00,280.00,0.33,1
224.12,0.72,5.00,0.69,1964.00,323.50,0.40,5
235.08,0.70,3.00,0.84,2037.00,762.00,0.41,5
237.07,0.72,2.00,0.82,2818.00,980.00,0.47,5
163.36,0.72,3.00,0.81,1211.00,258.00,0.42,0
229.10,0.72,3.00,0.60,1345.00,136.00,0.48,0
205.20,0.73,1.00,0.87,1404.00,681.00,0.36,0
214.16,0.68,1.00,0.96,1774.00,740.00,0.39,3
251.02,0.72,5.00,0.86,2906.00,1568.00,0.39,5
241.05,0.72,2.00,0.79,2557.00,867.00,0.48,5
211.17,0.73,1.00,0.76,2111.00,690.00,0.43,5
225.12,0.73,0.00,0.00,860.00,0.00,0.51,0
229.10,0.72,2.00,0.68,2525.00,570.00,0.46,5
210.18,0.67,0.00,0.97,1440.00,731.00,0.36,3
187.27,0.71,0.00,0.00,1117.00,0.00,0.44,0
244.04,0.68,1.00,0.94,1437.00,254.00,0.36,4
229.10,0.70,1.00,0.97,1426.00,287.00,0.35,3
239.06,0.68,1.00,0.97,1359.00,745.00,0.38,3
227.11,0.70,1.00,0.97,1813.00,1104.00,0.37,3
242.05,0.72,3.00,0.85,2164.00,736.00,0.47,5
231.09,0.72,2.00,0.79,3127.00,1197.00,0.49,5
232.09,0.70,0.00,0.00,1221.00,0.00,0.53,0
216.15,0.71,1.00,0.98,1615.00,800.00,0.39,3
241.05,0.72,7.00,0.91,3293.00,1815.00,0.43,0
219.14,0.72,10.00,0.73,2864.00,894.00,0.43,5
237.07,0.73,7.00,0.69,2319.00,692.00,0.38,5
186.27,0.72,5.00,0.69,2640.00,862.00,0.36,2
253.01,0.72,2.00,0.73,2589.00,779.00,0.43,5
241.05,0.71,7.00,0.68,2282.00,715.00,0.43,5
240.06,0.73,2.00,0.86,2434.00,894.00,0.44,5
218.14,0.66,1.00,0.97,1877.00,971.00,0.40,4
232.09,0.73,3.00,0.86,2212.00,381.50,0.44,5
231.09,0.73,3.00,0.79,2596.00,826.00,0.45,5
248.03,0.70,2.00,0.94,3947.00,2060.00,0.42,1
253.01,0.66,1.00,0.98,2012.00,937.00,0.46,3
247.03,0.69,1.00,0.98,1818.00,775.00,0.47,3
246.04,0.66,0.00,0.98,1674.00,875.00,0.42,3
197.23,0.71,2.00,0.76,2272.00,444.50,0.39,5
231.09,0.66,1.00,0.96,1951.00,1100.00,0.38,3
249.02,0.68,1.00,0.96,1628.00,867.00,0.40,3
249.02,0.74,1.00,0.75,2441.00,738.00,0.44,5
216.15,0.68,1.00,0.97,1618.00,872.00,0.39,3
226.11,0.70,1.00,0.80,1711.00,706.00,0.39,5
212.17,0.72,3.00,0.85,2178.00,842.00,0.39,5
213.16,0.71,2.00,0.78,2216.00,812.00,0.38,5
170.33,0.73,1.00,0.79,1546.00,184.00,0.38,0
186.27,0.73,6.00,0.64,1607.00,251.00,0.45,0
230.10,0.71,0.00,0.92,2510.00,985.00,0.42,5
246.04,0.72,1.00,0.98,1961.00,461.50,0.40,3
210.34,0.71,1.00,0.84,758.00,102.00,0.44,0
231.09,0.67,1.00,0.98,1399.00,354.00,0.36,3
246.04,0.68,1.00,0.98,1845.00,774.00,0.42,3
223.12,0.73,4.00,0.72,2070.00,249.33,0.38,5
241.05,0.66,1.00,0.96,2010.00,1125.00,0.34,4
232.09,0.71,4.00,0.69,2432.00,798.00,0.43,5
232.09,0.72,3.00,0.90,2119.00,919.00,0.38,5
216.15,0.66,0.00,0.98,1462.00,811.00,0.37,3
230.10,0.71,1.00,0.85,2075.00,377.50,0.36,5
224.12,0.71,0.00,0.00,1359.00,0.00,0.45,0
229.10,0.71,2.00,0.80,2611.00,942.00,0.38,5
217.15,0.72,3.00,0.78,2548.00,846.00,0.40,5
247.03,0.72,3.00,0.80,2342.00,796.00,0.42,5
242.05,0.70,2.00,0.75,2104.00,729.00,0.40,5
174.32,0.66,2.00,0.62,976.00,123.00,0.37,0
200.21,0.64,1.00,0.97,1511.00,926.00,0.34,3
227.11,0.70,0.00,0.00,740.00,0.00,0.41,0
211.17,0.70,0.00,0.00,1091.00,0.00,0.46,0
182.29,0.68,0.00,0.97,1189.00,273.50,0.35,3
219.14,0.71,5.00,0.88,2603.00,897.00,0.35,5
235.08,0.71,4.00,0.78,2304.00,758.00,0.40,5
252.01,0.73,3.00,0.34,4222.00,200.50,0.45,0
251.02,0.71,0.00,0.00,2298.00,0.00,0.50,0
238.07,0.72,1.00,0.97,1317.00,658.00,0.36,3
233.09,0.71,9.00,0.77,1850.00,384.50,0.33,5
235.08,0.71,0.00,0.00,1347.00,0.00,0.48,0
250.02,0.73,3.00,0.76,4579.00,116.00,0.43,0
237.07,0.73,4.00,0.80,2318.00,402.00,0.42,5
251.02,0.71,1.00,0.89,2714.00,1017.00,0.44,5
242.05,0.71,3.00,0.71,1272.00,380.00,0.44,0
224.12,0.72,4.00,0.83,2414.00,1059.00,0.38,5
212.17,0.66,0.00,0.98,1372.00,818.00,0.33,3
251.02,0.65,1.00,0.96,1622.00,769.00,0.39,3
242.05,0.72,4.00,0.77,2286.00,817.00,0.41,5
175.31,0.70,0.00,0.97,1505.00,846.00,0.32,3
194.24,0.70,0.00,0.98,1467.00,842.00,0.31,3
209.18,0.65,1.00,0.97,2105.00,991.00,0.37,3
240.06,0.71,0.00,0.00,934.00,0.00,0.50,0
227.11,0.71,3.00,0.76,2601.00,816.00,0.44,5
218.14,0.71,4.00,0.79,2568.00,421.00,0.42,5
194.24,0.68,1.00,0.97,1589.00,996.00,0.32,3
240.06,0.73,3.00,0.88,2702.00,1082.00,0.42,5
232.09,0.66,1.00,0.96,2127.00,955.00,0.41,3
239.06,0.70,0.00,0.82,2404.00,882.00,0.39,5
252.01,0.69,1.00,0.97,2033.00,371.33,0.39,3
237.07,0.71,1.00,0.97,1612.00,935.00,0.34,3
233.09,0.72,1.00,0.86,1558.00,409.00,0.46,0
241.05,0.67,1.00,0.97,1950.00,934.00,0.41,4
222.13,0.64,1.00,0.98,1651.00,852.00,0.39,3
248.03,0.70,1.00,0.74,2291.00,844.00,0.44,5
251.02,0.71,1.00,0.96,3369.00,1674.00,0.39,1
226.11,0.68,1.00,0.98,1759.00,914.00,0.40,3
219.14,0.72,1.00,0.98,1297.00,728.00,0.40,3
248.03,0.71,8.00,0.78,1845.00,376.00,0.41,5
234.08,0.72,2.00,0.90,2468.00,868.00,0.46,5
190.25,0.71,1.00,0.94,1744.00,831.00,0.40,3
243.05,0.70,1.00,0.97,2056.00,1044.00,0.42,4
239.06,0.71,3.00,0.80,2765.00,830.00,0.44,5
231.09,0.73,6.00,0.67,2558.00,790.00,0.46,5
242.05,0.72,3.00,0.90,2672.00,232.50,0.49,5
72.71,0.71,0.00,0.00,10338.00,0.00,0.26,0
90.64,0.70,0.00,0.00,1265.00,0.00,0.41,0
63.75,0.71,0.00,0.00,11716.00,0.00,0.31,0
89.65,0.71,0.00,0.00,3204.00,0.00,0.28,0
103.17,0.73,0.00,0.00,4295.00,0.00,0.28,0
112.56,0.71,0.00,0.00,2296.00,0.00,0.39,0
160.37,0.71,0.00,0.00,1069.00,0.00,0.45,0
143.18,0.72,0.00,0.00,1736.00,0.00,0.38,0
252.01,0.73,0.00,0.00,3621.00,0.00,0.48,0
210.18,0.64,0.00,0.97,1760.00,827.00,0.41,3
230.10,0.72,4.00,0.65,1919.00,660.00,0.39,5
252.01,0.66,1.00,0.98,1638.00,932.00,0.38,3
221.13,0.72,6.00,0.69,2413.00,741.00,0.45,5
249.02,0.73,4.00,0.75,2278.00,802.00,0.43,5
248.03,0.71,1.00,0.95,1715.00,989.00,0.42,3
240.06,0.72,1.00,0.98,2068.00,961.00,0.43,3
227.11,0.72,3.00,0.83,3429.00,553.50,0.46,5
252.01,0.72,7.00,0.58,2506.00,711.00,0.43,5
243.05,0.72,7.00,0.79,2499.00,813.00,0.50,5
240.06,0.72,4.00,0.72,2665.00,886.00,0.46,5
250.02,0.65,1.00,0.97,1891.00,463.50,0.44,3
234.08,0.72,6.00,0.73,3031.00,973.00,0.47,5
230.10,0.73,6.00,0.58,3563.00,908.00,0.44,5
209.18,0.71,3.00,0.76,2261.00,786.00,0.35,5
205.20,0.66,1.00,0.97,1245.00,762.00,0.30,3
198.22,0.72,2.00,0.72,2056.00,748.00,0.40,5
210.18,0.71,5.00,0.81,2221.00,892.00,0.38,5
223.12,0.68,1.00,0.97,1608.00,789.00,0.36,3
251.02,0.70,2.00,0.97,3263.00,174.33,0.36,1
222.13,0.71,2.00,0.73,2256.00,217.67,0.40,5
228.11,0.67,1.00,0.98,1573.00,660.00,0.35,3
249.02,0.65,0.00,0.98,1788.00,773.00,0.41,3
227.11,0.70,1.00,0.87,2347.00,966.00,0.40,5
203.20,0.71,5.00,0.80,2173.00,833.00,0.36,5
201.21,0.70,0.00,0.00,935.00,0.00,0.46,0
250.02,0.72,2.00,0.75,2683.00,407.00,0.45,5
241.05,0.65,0.00,0.98,1727.00,969.00,0.36,3
220.14,0.72,5.00,0.83,2445.00,749.00,0.40,5
253.01,0.73,4.00,0.76,3937.00,1267.00,0.41,0
241.05,0.71,4.00,0.81,2716.00,959.00,0.39,5
220.14,0.71,6.00,0.77,2327.00,728.00,0.43,5
234.08,0.72,4.00,0.84,2396.00,954.00,0.38,5
232.09,0.73,1.00,0.80,2570.00,865.00,0.41,5
234.08,0.72,1.00,0.74,2370.00,833.00,0.39,5
228.11,0.68,1.00,0.97,1560.00,802.00,0.37,3
226.11,0.72,2.00,0.76,2386.00,770.00,0.38,5
247.03,0.71,9.00,0.79,2381.00,469.50,0.40,5
207.19,0.69,0.00,0.97,1678.00,791.00,0.37,3
214.16,0.68,1.00,0.98,1682.00,305.67,0.35,3
253.01,0.66,1.00,0.97,1308.00,669.00,0.37,3
226.11,0.72,0.00,0.00,1324.00,0.00,0.42,0
227.11,0.71,6.00,0.80,2245.00,781.00,0.35,5
245.04,0.70,2.00,0.80,1699.00,767.00,0.38,5
227.11,0.71,8.00,0.82,2382.00,983.00,0.37,5
240.06,0.68,3.00,0.97,1595.00,780.00,0.34,3
230.10,0.71,5.00,0.77,2396.00,856.00,0.39,5
235.08,0.73,5.00,0.80,2404.00,917.00,0.39,5
222.13,0.72,3.00,0.79,2341.00,939.00,0.39,5
207.19,0.69,2.00,0.97,2252.00,1147.00,0.36,3
227.11,0.72,2.00,0.87,2588.00,915.00,0.41,5
230.10,0.71,2.00,0.72,2210.00,695.00,0.41,5
210.18,0.72,2.00,0.72,2265.00,833.00,0.38,5
223.12,0.72,5.00,0.78,2316.00,865.00,0.42,5
248.03,0.65,1.00,0.98,1722.00,915.00,0.38,4
248.03,0.70,1.00,0.97,1727.00,960.00,0.35,3
243.05,0.72,5.00,0.76,2649.00,896.00,0.42,5
244.04,0.72,5.00,0.73,2364.00,389.00,0.43,5
210.18,0.71,1.00,0.81,2649.00,422.00,0.40,5
251.02,0.68,1.00,0.97,1811.00,184.60,0.41,3
242.05,0.69,5.00,0.90,3131.00,1732.00,0.34,1
242.05,0.67,1.00,0.97,1771.00,863.00,0.40,4
201.21,0.71,4.00,0.75,2518.00,874.00,0.39,5
199.22,0.68,1.00,0.97,1464.00,681.00,0.36,3
204.20,0.71,2.00,0.73,2317.00,710.00,0.41,5
244.04,0.73,4.00,0.70,2742.00,885.00,0.48,5
209.18,0.73,3.00,0.80,2641.00,455.00,0.42,5
246.04,0.70,0.00,0.98,1922.00,1060.00,0.38,3
209.18,0.68,1.00,0.97,1729.00,492.50,0.35,3
240.06,0.70,2.00,0.85,2810.00,480.50,0.39,5
243.05,0.72,5.00,0.81,2086.00,271.67,0.39,5
228.11,0.71,3.00,0.76,2778.00,873.00,0.40,5
233.09,0.68,0.00,0.97,1547.00,883.00,0.37,3
242.05,0.67,1.00,0.97,1789.00,829.00,0.40,3
220.14,0.71,7.00,0.79,2828.00,905.00,0.39,5
168.34,0.72,3.00,0.69,1082.00,93.00,0.42,0
233.09,0.64,1.00,0.96,1865.00,1140.00,0.36,3
176.31,0.69,0.00,0.00,836.00,0.00,0.40,0
237.07,0.71,1.00,0.80,2720.00,970.00,0.40,5
253.01,0.67,1.00,0.97,1875.00,917.00,0.43,3
253.01,0.68,1.00,0.98,2055.00,933.00,0.44,3
239.06,0.72,3.00,0.93,2752.00,1567.00,0.41,0
229.10,0.74,3.00,0.82,2674.00,917.00,0.43,5
245.04,0.65,1.00,0.97,1316.00,781.00,0.36,3
213.16,0.73,1.00,0.83,2062.00,476.00,0.49,0
228.11,0.71,0.00,0.00,703.00,0.00,0.53,0
253.01,0.73,3.00,0.89,2708.00,1073.00,0.41,5
222.13,0.69,1.00,0.97,1898.00,956.00,0.41,3
253.01,0.68,0.00,0.97,1395.00,779.00,0.37,3
236.07,0.71,7.00,0.82,2244.00,807.00,0.41,5
236.07,0.71,4.00,0.76,2301.00,852.00,0.41,5
249.02,0.73,4.00,0.75,2598.00,901.00,0.44,5
244.04,0.70,1.00,0.97,2031.00,1006.00,0.44,3
231.09,0.71,2.00,0.79,2385.00,1012.00,0.40,5
235.08,0.69,1.00,0.80,2290.00,842.00,0.44,5
245.04,0.72,2.00,0.73,2456.00,367.50,0.44,5
250.02,0.71,2.00,0.81,2446.00,527.50,0.37,5
253.01,0.74,0.00,0.00,6363.00,0.00,0.55,0
252.01,0.72,5.00,0.68,2259.00,789.00,0.44,5
252.01,0.66,1.00,0.97,3326.00,1436.00,0.46,0
202.21,0.72,2.00,0.71,2275.00,653.00,0.39,5
251.02,0.69,1.00,0.98,2282.00,1182.00,0.44,3
225.12,0.71,1.00,0.84,2609.00,989.00,0.42,5
204.20,0.71,4.00,0.66,2152.00,623.00,0.41,5
248.03,0.69,3.00,0.66,2444.00,821.00,0.45,5
249.02,0.66,1.00,0.97,2038.00,237.75,0.42,4
238.07,0.72,3.00,0.90,2683.00,909.00,0.49,5
225.12,0.71,0.00,0.00,859.00,0.00,0.55,0
235.08,0.71,2.00,0.76,2550.00,790.00,0.49,5
239.06,0.74,4.00,0.87,2282.00,262.00,0.47,5
234.08,0.71,6.00,0.79,3163.00,531.00,0.44,5
